,# ingredient id,ingredient name,compound id
108,1229,angelica root,256
109,1229,angelica root,370
110,1229,angelica root,476
111,1229,angelica root,886
112,1229,angelica root,950
113,1229,angelica root,759
114,1229,angelica root,657
115,1229,angelica root,701
116,1229,angelica root,384
117,462,angelica root oil,612
118,462,angelica root oil,256
119,462,angelica root oil,370
120,462,angelica root oil,424
121,462,angelica root oil,886
122,462,angelica root oil,950
123,462,angelica root oil,177
124,462,angelica root oil,709
125,462,angelica root oil,701
126,462,angelica root oil,657
127,462,angelica root oil,476
128,462,angelica root oil,384
129,1290,angelica seed,703
130,1227,animal,699
131,1227,animal,684
132,1227,animal,551
133,1227,animal,755
134,1227,animal,801
135,1227,animal,151
136,1227,animal,2
137,707,anise,215
138,707,anise,898
139,707,anise,101
140,707,anise,346
141,707,anise,700
142,707,anise,393
143,707,anise,704
144,707,anise,94
145,707,anise,165
146,707,anise,214
147,707,anise,673
148,707,anise,177
149,707,anise,635
150,707,anise,1012
151,707,anise,461
152,707,anise,576
153,707,anise,240
154,175,anise brandy,600
155,662,anise hyssop,346
156,662,anise hyssop,700
157,662,anise hyssop,424
158,662,anise hyssop,177
159,662,anise hyssop,426
160,662,anise hyssop,203
161,662,anise hyssop,540
162,662,anise hyssop,978
163,662,anise hyssop,931
164,395,anise seed,885
165,395,anise seed,204
166,1384,anise seed oil,204
167,1077,annona reticulata,325
168,1197,apple,275
169,1197,apple,647
170,1197,apple,278
171,1197,apple,93
172,1197,apple,610
173,1197,apple,567
174,1197,apple,288
175,1197,apple,13
176,1197,apple,292
177,1197,apple,836
178,1197,apple,573
179,1197,apple,296
180,1197,apple,577
181,1197,apple,298
182,1197,apple,862
183,1197,apple,844
184,1197,apple,1091
185,1197,apple,299
186,1197,apple,301
187,1197,apple,583
188,1197,apple,322
189,1197,apple,22
190,1197,apple,586
191,1197,apple,26
192,1197,apple,311
193,1197,apple,595
194,1197,apple,35
195,1197,apple,866
196,1197,apple,600
197,1197,apple,315
198,1197,apple,880
199,1197,apple,873
200,1197,apple,876
201,1197,apple,606
202,1197,apple,50
203,1197,apple,473
204,1197,apple,324
205,1197,apple,608
206,1197,apple,609
207,1197,apple,328
208,1197,apple,865
209,1197,apple,886
210,1197,apple,333
211,1197,apple,616
212,1197,apple,619
213,1197,apple,611
214,1197,apple,65
215,1197,apple,339
216,1197,apple,340
217,1197,apple,971
218,1197,apple,346
219,1197,apple,628
220,1197,apple,630
221,1197,apple,631
222,1197,apple,1073
223,1197,apple,81
224,1197,apple,358
225,1197,apple,638
226,1197,apple,86
227,1197,apple,366
228,1197,apple,367
229,1197,apple,369
230,1197,apple,645
231,1197,apple,91
232,1197,apple,918
233,1197,apple,919
234,1197,apple,920
235,1197,apple,373
236,1197,apple,655
237,1197,apple,656
238,1197,apple,657
239,1197,apple,798
240,1197,apple,384
241,1197,apple,107
242,1197,apple,108
243,1197,apple,664
244,1197,apple,1030
245,1197,apple,114
246,1197,apple,395
247,1197,apple,397
248,1197,apple,670
249,1197,apple,671
250,1197,apple,939
251,1197,apple,675
252,1197,apple,338
253,1197,apple,946
254,1197,apple,684
255,1197,apple,131
256,1197,apple,215
257,1197,apple,954
258,1197,apple,136
259,1197,apple,800
260,1197,apple,958
261,1197,apple,419
262,1197,apple,700
263,1197,apple,144
264,1197,apple,400
265,1197,apple,703
266,1197,apple,704
267,1197,apple,147
268,1197,apple,1036
269,1197,apple,149
270,1197,apple,973
271,1197,apple,888
272,1197,apple,56
273,1197,apple,975
274,1197,apple,153
275,1197,apple,980
276,1197,apple,156
277,1197,apple,158
278,1197,apple,719
279,1197,apple,159
280,1197,apple,985
281,1197,apple,439
282,1197,apple,990
283,1197,apple,724
284,1197,apple,728
285,1197,apple,449
286,1197,apple,1001
287,1197,apple,174
288,1197,apple,453
289,1197,apple,1004
290,1197,apple,456
291,1197,apple,177
292,1197,apple,179
293,1197,apple,461
294,1197,apple,744
295,1197,apple,1094
296,1197,apple,1014
297,1197,apple,468
298,1197,apple,1016
299,1197,apple,750
300,1197,apple,1019
301,1197,apple,191
302,1197,apple,1021
303,1197,apple,196
304,1197,apple,198
305,1197,apple,1026
306,1197,apple,201
307,1197,apple,756
308,1197,apple,357
309,1197,apple,761
310,1197,apple,763
311,1197,apple,317
312,1197,apple,764
313,1197,apple,1040
314,1197,apple,991
315,1197,apple,766
316,1197,apple,1046
317,1197,apple,1049
318,1197,apple,431
319,1197,apple,787
320,1197,apple,772
321,1197,apple,226
322,1197,apple,774
323,1197,apple,228
324,1197,apple,229
325,1197,apple,512
326,1197,apple,471
327,1197,apple,1062
328,1197,apple,234
329,1197,apple,235
330,1197,apple,1066
331,1197,apple,877
332,1197,apple,788
333,1197,apple,524
334,1197,apple,525
335,1197,apple,505
336,1197,apple,792
337,1197,apple,957
338,1197,apple,243
339,1197,apple,244
340,1197,apple,534
341,1197,apple,536
342,1197,apple,1082
343,1197,apple,974
344,1197,apple,804
345,1197,apple,166
346,1197,apple,1057
347,1197,apple,806
348,1197,apple,541
349,1197,apple,1092
350,1197,apple,1093
351,1197,apple,1013
352,1197,apple,809
353,1197,apple,546
354,1197,apple,547
355,1197,apple,549
356,1197,apple,816
357,1197,apple,1061
358,1197,apple,1102
359,1197,apple,268
360,1197,apple,269
361,1197,apple,821
362,1197,apple,554
363,761,apple brandy,761
364,761,apple brandy,144
365,761,apple brandy,766
366,761,apple brandy,610
367,761,apple brandy,81
368,761,apple brandy,710
369,761,apple brandy,649
370,761,apple brandy,787
371,761,apple brandy,366
372,761,apple brandy,985
373,761,apple brandy,854
374,761,apple brandy,788
375,761,apple brandy,728
376,761,apple brandy,504
377,761,apple brandy,312
378,761,apple brandy,33
379,761,apple brandy,538
380,761,apple brandy,944
381,761,apple brandy,1091
382,761,apple brandy,809
383,761,apple brandy,333
384,761,apple brandy,268
385,761,apple brandy,1029
386,761,apple brandy,959
387,1361,apple juice,763
388,1361,apple juice,346
389,1361,apple juice,700
390,1361,apple juice,704
391,1361,apple juice,1073
392,1361,apple juice,973
393,1361,apple juice,631
394,1361,apple juice,638
395,1361,apple juice,764
396,1361,apple juice,505
397,1361,apple juice,1057
398,1361,apple juice,719
399,1361,apple juice,645
400,1361,apple juice,93
401,1361,apple juice,373
402,1361,apple juice,991
403,1361,apple juice,877
404,1361,apple juice,656
405,1361,apple juice,26
406,1361,apple juice,792
407,1361,apple juice,1001
408,1361,apple juice,534
409,1361,apple juice,395
410,1361,apple juice,179
411,1361,apple juice,671
412,1361,apple juice,630
413,1361,apple juice,1014
414,1361,apple juice,166
415,1361,apple juice,1091
416,1361,apple juice,324
417,1361,apple juice,471
418,1361,apple juice,1094
419,1361,apple juice,473
420,1361,apple juice,191
421,1361,apple juice,546
422,1361,apple juice,954
423,1361,apple juice,201
424,1361,apple juice,338
425,1361,apple juice,419
426,472,apple sauce,465
427,1120,apricot,0
428,1120,apricot,275
429,1120,apricot,826
430,1120,apricot,919
431,1120,apricot,610
432,1120,apricot,292
433,1120,apricot,573
434,1120,apricot,296
435,1120,apricot,578
436,1120,apricot,581
437,1120,apricot,301
438,1120,apricot,27
439,1120,apricot,1064
440,1120,apricot,862
441,1120,apricot,595
442,1120,apricot,33
443,1120,apricot,600
444,1120,apricot,608
445,1120,apricot,317
446,1120,apricot,611
447,1120,apricot,886
448,1120,apricot,333
449,1120,apricot,62
450,1120,apricot,56
451,1120,apricot,345
452,1120,apricot,73
453,1120,apricot,628
454,1120,apricot,351
455,1120,apricot,792
456,1120,apricot,366
457,1120,apricot,912
458,1120,apricot,913
459,1120,apricot,644
460,1120,apricot,645
461,1120,apricot,918
462,1120,apricot,93
463,1120,apricot,571
464,1120,apricot,97
465,1120,apricot,657
466,1120,apricot,384
467,1120,apricot,660
468,1120,apricot,393
469,1120,apricot,114
470,1120,apricot,397
471,1120,apricot,670
472,1120,apricot,673
473,1120,apricot,682
474,1120,apricot,684
475,1120,apricot,522
476,1120,apricot,131
477,1120,apricot,215
478,1120,apricot,415
479,1120,apricot,880
480,1120,apricot,136
481,1120,apricot,703
482,1120,apricot,704
483,1120,apricot,971
484,1120,apricot,973
485,1120,apricot,888
486,1120,apricot,153
487,1120,apricot,346
488,1120,apricot,156
489,1120,apricot,439
490,1120,apricot,165
491,1120,apricot,171
492,1120,apricot,449
493,1120,apricot,1001
494,1120,apricot,174
495,1120,apricot,453
496,1120,apricot,734
497,1120,apricot,534
498,1120,apricot,177
499,1120,apricot,461
500,1120,apricot,744
501,1120,apricot,1013
502,1120,apricot,1014
503,1120,apricot,185
504,1120,apricot,1015
505,1120,apricot,191
506,1120,apricot,1026
507,1120,apricot,201
508,1120,apricot,241
509,1120,apricot,761
510,1120,apricot,763
511,1120,apricot,1040
512,1120,apricot,951
513,1120,apricot,218
514,1120,apricot,787
515,1120,apricot,1061
516,1120,apricot,1062
517,1120,apricot,235
518,1120,apricot,786
519,1120,apricot,1067
520,1120,apricot,521
521,1120,apricot,865
522,1120,apricot,1073
523,1120,apricot,793
524,1120,apricot,957
525,1120,apricot,367
526,1120,apricot,536
527,1120,apricot,806
528,1120,apricot,541
529,1120,apricot,1092
530,1120,apricot,256
531,1120,apricot,809
532,1120,apricot,811
533,1120,apricot,547
534,1120,apricot,1101
535,1120,apricot,268
536,1120,apricot,821
537,1120,apricot,554
538,881,apricot kernel,1070
539,1270,araucaria cunninghamii,913
540,1411,aristolochia clematitis,543
541,190,armagnac,288
542,190,armagnac,529
543,190,armagnac,600
544,1239,armenian muscat grape oil,466
545,1388,arnica montana,357
546,571,arrack,788
547,571,arrack,600
548,571,arrack,1001
549,571,arrack,1030
550,1342,artemisae oil,177
551,1504,artemisia,673
552,1504,artemisia,177
553,387,artemisia arborescens,299
554,1177,artemisia brevifolia,974
555,277,artemisia camphorata,136
556,788,artemisia cina,1012
557,1154,artemisia dracunculus oil,324
558,930,artemisia ferganensis,898
559,501,artemisia frigida,549
560,501,artemisia frigida,715
561,501,artemisia frigida,1018
562,1262,artemisia frigida oil,1018
563,428,artemisia hausiliensis,759
564,1175,artemisia herba alba,393
565,1175,artemisia herba alba,171
566,1175,artemisia herba alba,524
567,563,artemisia juncea,884
568,500,artemisia maritime oil,602
569,1528,artemisia porrecta oil,21
570,229,artemisia santolinifolia,204
571,229,artemisia santolinifolia,767
572,1293,artemisia santolinifolia oil,767
573,495,artemisia scoparia,397
574,218,artemisia transiliensis,298
575,218,artemisia transiliensis,357
576,585,artemisia tridentata,238
577,10,artemisia verlo,715
578,1251,artichoke,88
579,1251,artichoke,661
580,1251,artichoke,947
581,1251,artichoke,645
582,1251,artichoke,918
583,1251,artichoke,554
584,996,asarum arifolium root oil,894
585,208,asarum canadense root oil,295
586,530,asarum europaeum root oil,295
587,963,ashanti pepper,273
588,963,ashanti pepper,971
589,963,ashanti pepper,348
590,963,ashanti pepper,628
591,963,ashanti pepper,278
592,963,ashanti pepper,767
593,963,ashanti pepper,704
594,963,ashanti pepper,79
595,963,ashanti pepper,965
596,963,ashanti pepper,361
597,963,ashanti pepper,434
598,963,ashanti pepper,778
599,963,ashanti pepper,442
600,963,ashanti pepper,165
601,963,ashanti pepper,378
602,963,ashanti pepper,519
603,963,ashanti pepper,1069
604,963,ashanti pepper,793
605,963,ashanti pepper,243
606,963,ashanti pepper,393
607,963,ashanti pepper,37
608,963,ashanti pepper,177
609,963,ashanti pepper,867
610,963,ashanti pepper,602
611,963,ashanti pepper,460
612,963,ashanti pepper,295
613,963,ashanti pepper,737
614,963,ashanti pepper,250
615,963,ashanti pepper,1012
616,963,ashanti pepper,1092
617,963,ashanti pepper,620
618,963,ashanti pepper,260
619,963,ashanti pepper,886
620,963,ashanti pepper,132
621,963,ashanti pepper,632
622,963,ashanti pepper,957
623,963,ashanti pepper,1021
624,509,asian storax,347
625,1174,asparagus,693
626,1174,asparagus,272
627,1174,asparagus,345
628,1174,asparagus,981
629,1174,asparagus,1040
630,1174,asparagus,423
631,1174,asparagus,424
632,1174,asparagus,902
633,1174,asparagus,1043
634,1174,asparagus,211
635,1174,asparagus,630
636,1174,asparagus,282
637,1174,asparagus,972
638,1174,asparagus,288
639,1174,asparagus,909
640,1174,asparagus,363
641,1174,asparagus,836
642,1174,asparagus,1054
643,1174,asparagus,983
644,1174,asparagus,228
645,1174,asparagus,305
646,1174,asparagus,918
647,1174,asparagus,93
648,1174,asparagus,920
649,1174,asparagus,292
650,1174,asparagus,285
651,1174,asparagus,990
652,1174,asparagus,703
653,1174,asparagus,234
654,1174,asparagus,1064
655,1174,asparagus,725
656,1174,asparagus,925
657,1174,asparagus,27
658,1174,asparagus,103
659,1174,asparagus,728
660,1174,asparagus,526
661,1174,asparagus,107
662,1174,asparagus,311
663,1174,asparagus,734
664,1174,asparagus,798
665,1174,asparagus,599
666,1174,asparagus,533
667,1174,asparagus,1077
668,1174,asparagus,40
669,1174,asparagus,247
670,1174,asparagus,1082
671,1174,asparagus,742
672,1174,asparagus,400
673,1174,asparagus,745
674,1174,asparagus,850
675,1174,asparagus,1104
676,1174,asparagus,1013
677,1174,asparagus,235
678,1174,asparagus,611
679,1174,asparagus,548
680,1174,asparagus,1025
681,1174,asparagus,136
682,1174,asparagus,203
683,1174,asparagus,871
684,1174,asparagus,204
685,1174,asparagus,555
686,1174,asparagus,960
687,1174,asparagus,118
688,1065,asperula odorosa,374
689,1057,atropa belladonna leaf,249
690,1111,atropa belladonna root,249
691,535,auricula oil,607
692,602,auto oxidized salmon oil,62
693,94,avocado,68
694,94,avocado,761
695,94,avocado,345
696,94,avocado,1040
697,94,avocado,628
698,94,avocado,424
699,94,avocado,704
700,94,avocado,705
701,94,avocado,431
702,94,avocado,292
703,94,avocado,155
704,94,avocado,772
705,94,avocado,156
706,94,avocado,296
707,94,avocado,158
708,94,avocado,257
709,94,avocado,229
710,94,avocado,645
711,94,avocado,90
712,94,avocado,922
713,94,avocado,1062
714,94,avocado,1064
715,94,avocado,657
716,94,avocado,449
717,94,avocado,862
718,94,avocado,734
719,94,avocado,798
720,94,avocado,397
721,94,avocado,249
722,94,avocado,50
723,94,avocado,806
724,94,avocado,1092
725,94,avocado,1013
726,94,avocado,947
727,94,avocado,684
728,94,avocado,131
729,94,avocado,136
730,94,avocado,1104
731,1432,azalea,387
732,1432,azalea,650
733,1432,azalea,375
734,1432,azalea,519
735,1432,azalea,587
736,1432,azalea,171
737,645,babaco,740
738,645,babaco,1017
739,645,babaco,450
740,645,babaco,227
741,645,babaco,773
742,645,babaco,1
743,645,babaco,110
744,645,babaco,597
745,645,babaco,1041
746,645,babaco,1045
747,645,babaco,164
748,645,babaco,61
749,645,babaco,971
750,645,babaco,862
751,645,babaco,401
752,645,babaco,804
753,645,babaco,910
754,645,babaco,536
755,131,bachang,26
756,581,backhousia citriodora,433
757,581,backhousia citriodora,921
758,956,backhousia citriodora oil,433
759,19,bacon,272
760,19,bacon,275
761,19,bacon,284
762,19,bacon,285
763,19,bacon,568
764,19,bacon,292
765,19,bacon,837
766,19,bacon,841
767,19,bacon,1
768,19,bacon,19
769,19,bacon,299
770,19,bacon,1028
771,19,bacon,584
772,19,bacon,589
773,19,bacon,595
774,19,bacon,600
775,19,bacon,40
776,19,bacon,317
777,19,bacon,871
778,19,bacon,425
779,19,bacon,880
780,19,bacon,609
781,19,bacon,54
782,19,bacon,724
783,19,bacon,617
784,19,bacon,890
785,19,bacon,619
786,19,bacon,893
787,19,bacon,338
788,19,bacon,67
789,19,bacon,69
790,19,bacon,345
791,19,bacon,72
792,19,bacon,73
793,19,bacon,902
794,19,bacon,903
795,19,bacon,357
796,19,bacon,636
797,19,bacon,909
798,19,bacon,912
799,19,bacon,533
800,19,bacon,915
801,19,bacon,916
802,19,bacon,560
803,19,bacon,918
804,19,bacon,93
805,19,bacon,926
806,19,bacon,657
807,19,bacon,798
808,19,bacon,384
809,19,bacon,107
810,19,bacon,646
811,19,bacon,670
812,19,bacon,398
813,19,bacon,673
814,19,bacon,118
815,19,bacon,400
816,19,bacon,1079
817,19,bacon,136
818,19,bacon,947
819,19,bacon,215
820,19,bacon,794
821,19,bacon,1082
822,19,bacon,419
823,19,bacon,697
824,19,bacon,422
825,19,bacon,424
826,19,bacon,147
827,19,bacon,431
828,19,bacon,978
829,19,bacon,982
830,19,bacon,158
831,19,bacon,984
832,19,bacon,166
833,19,bacon,995
834,19,bacon,481
835,19,bacon,730
836,19,bacon,734
837,19,bacon,1004
838,19,bacon,1007
839,19,bacon,742
840,19,bacon,189
841,19,bacon,195
842,19,bacon,196
843,19,bacon,198
844,19,bacon,1025
845,19,bacon,1027
846,19,bacon,203
847,19,bacon,487
848,19,bacon,205
849,19,bacon,764
850,19,bacon,1042
851,19,bacon,84
852,19,bacon,199
853,19,bacon,1049
854,19,bacon,772
855,19,bacon,1054
856,19,bacon,229
857,19,bacon,776
858,19,bacon,1064
859,19,bacon,786
860,19,bacon,667
861,19,bacon,524
862,19,bacon,526
863,19,bacon,529
864,19,bacon,243
865,19,bacon,942
866,19,bacon,249
867,19,bacon,806
868,19,bacon,554
869,19,bacon,1013
870,19,bacon,811
871,19,bacon,172
872,19,bacon,813
873,19,bacon,262
874,19,bacon,550
875,19,bacon,818
876,19,bacon,645
877,19,bacon,1104
878,19,bacon,556
879,1042,baeckea citriodora,433
880,1042,baeckea citriodora,132
881,1359,baeckea citriodora oil,433
882,458,bael,376
883,458,bael,110
884,458,bael,155
885,261,baked potato,559
886,261,baked potato,827
887,261,baked potato,285
888,261,baked potato,631
889,261,baked potato,292
890,261,baked potato,294
891,261,baked potato,1074
892,261,baked potato,465
893,261,baked potato,841
894,261,baked potato,19
895,261,baked potato,299
896,261,baked potato,847
897,261,baked potato,586
898,261,baked potato,26
899,261,baked potato,598
900,261,baked potato,599
901,261,baked potato,37
902,261,baked potato,40
903,261,baked potato,871
904,261,baked potato,322
905,261,baked potato,317
906,261,baked potato,59
907,261,baked potato,890
908,261,baked potato,384
909,261,baked potato,619
910,261,baked potato,893
911,261,baked potato,126
912,261,baked potato,971
913,261,baked potato,72
914,261,baked potato,999
915,261,baked potato,357
916,261,baked potato,84
917,261,baked potato,909
918,261,baked potato,363
919,261,baked potato,89
920,261,baked potato,369
921,261,baked potato,91
922,261,baked potato,93
923,261,baked potato,926
924,261,baked potato,657
925,261,baked potato,798
926,261,baked potato,103
927,261,baked potato,928
928,261,baked potato,661
929,261,baked potato,107
930,261,baked potato,108
931,261,baked potato,756
932,261,baked potato,114
933,261,baked potato,669
934,261,baked potato,670
935,261,baked potato,671
936,261,baked potato,673
937,261,baked potato,118
938,261,baked potato,675
939,261,baked potato,943
940,261,baked potato,115
941,261,baked potato,409
942,261,baked potato,182
943,261,baked potato,223
944,261,baked potato,136
945,261,baked potato,689
946,261,baked potato,1082
947,261,baked potato,960
948,261,baked potato,693
949,261,baked potato,696
950,261,baked potato,422
951,261,baked potato,424
952,261,baked potato,400
953,261,baked potato,703
954,261,baked potato,704
955,261,baked potato,972
956,261,baked potato,430
957,261,baked potato,60
958,261,baked potato,435
959,261,baked potato,158
960,261,baked potato,984
961,261,baked potato,990
962,261,baked potato,724
963,261,baked potato,413
964,261,baked potato,734
965,261,baked potato,1004
966,261,baked potato,456
967,261,baked potato,737
968,261,baked potato,460
969,261,baked potato,742
970,261,baked potato,183
971,261,baked potato,1014
972,261,baked potato,1102
973,261,baked potato,1015
974,261,baked potato,189
975,261,baked potato,194
976,261,baked potato,195
977,261,baked potato,196
978,261,baked potato,198
979,261,baked potato,1025
980,261,baked potato,1027
981,261,baked potato,482
982,261,baked potato,203
983,261,baked potato,397
984,261,baked potato,487
985,261,baked potato,764
986,261,baked potato,1040
987,261,baked potato,1043
988,261,baked potato,211
989,261,baked potato,772
990,261,baked potato,507
991,261,baked potato,228
992,261,baked potato,229
993,261,baked potato,1064
994,261,baked potato,786
995,261,baked potato,667
996,261,baked potato,524
997,261,baked potato,526
998,261,baked potato,957
999,261,baked potato,243
1000,261,baked potato,245
1001,261,baked potato,249
1002,261,baked potato,177
1003,261,baked potato,1013
1004,261,baked potato,490
1005,261,baked potato,549
1006,261,baked potato,550
1007,261,baked potato,1061
1008,261,baked potato,818
1009,261,baked potato,822
1010,261,baked potato,554
1011,261,baked potato,556
1012,1416,balm,974
1013,918,banana,610
1014,918,banana,567
1015,918,banana,292
1016,918,banana,573
1017,918,banana,296
1018,918,banana,862
1019,918,banana,299
1020,918,banana,583
1021,918,banana,852
1022,918,banana,515
1023,918,banana,311
1024,918,banana,595
1025,918,banana,600
1026,918,banana,39
1027,918,banana,869
1028,918,banana,608
1029,918,banana,519
1030,918,banana,875
1031,918,banana,969
1032,918,banana,606
1033,918,banana,473
1034,918,banana,317
1035,918,banana,609
1036,918,banana,724
1037,918,banana,332
1038,918,banana,333
1039,918,banana,1030
1040,918,banana,619
1041,918,banana,56
1042,918,banana,337
1043,918,banana,65
1044,918,banana,628
1045,918,banana,905
1046,918,banana,81
1047,918,banana,909
1048,918,banana,86
1049,918,banana,366
1050,918,banana,645
1051,918,banana,918
1052,918,banana,919
1053,918,banana,97
1054,918,banana,443
1055,918,banana,656
1056,918,banana,660
1057,918,banana,108
1058,918,banana,390
1059,918,banana,203
1060,918,banana,118
1061,918,banana,400
1062,918,banana,941
1063,918,banana,683
1064,918,banana,684
1065,918,banana,131
1066,918,banana,952
1067,918,banana,136
1068,918,banana,419
1069,918,banana,147
1070,918,banana,431
1071,918,banana,978
1072,918,banana,980
1073,918,banana,156
1074,918,banana,158
1075,918,banana,719
1076,918,banana,159
1077,918,banana,439
1078,918,banana,991
1079,918,banana,725
1080,918,banana,449
1081,918,banana,1001
1082,918,banana,453
1083,918,banana,1004
1084,918,banana,456
1085,918,banana,179
1086,918,banana,1014
1087,918,banana,185
1088,918,banana,43
1089,918,banana,1019
1090,918,banana,191
1091,918,banana,1021
1092,918,banana,198
1093,918,banana,357
1094,918,banana,201
1095,918,banana,756
1096,918,banana,484
1097,918,banana,761
1098,918,banana,763
1099,918,banana,1036
1100,918,banana,766
1101,918,banana,620
1102,918,banana,1049
1103,918,banana,787
1104,918,banana,772
1105,918,banana,226
1106,918,banana,229
1107,918,banana,512
1108,918,banana,1062
1109,918,banana,234
1110,918,banana,235
1111,918,banana,236
1112,918,banana,786
1113,918,banana,865
1114,918,banana,524
1115,918,banana,525
1116,918,banana,798
1117,918,banana,1077
1118,918,banana,806
1119,918,banana,1091
1120,918,banana,1092
1121,918,banana,1013
1122,918,banana,809
1123,918,banana,811
1124,918,banana,816
1125,918,banana,1102
1126,918,banana,268
1127,918,banana,821
1128,1116,banana passion fruit,156
1129,1116,banana passion fruit,1092
1130,1116,banana passion fruit,296
1131,1116,banana passion fruit,862
1132,1116,banana passion fruit,628
1133,1116,banana passion fruit,684
1134,1116,banana passion fruit,74
1135,1116,banana passion fruit,131
1136,1116,banana passion fruit,1062
1137,1116,banana passion fruit,449
1138,506,bantu beer,0
1139,506,bantu beer,560
1140,506,bantu beer,567
1141,506,bantu beer,568
1142,506,bantu beer,274
1143,506,bantu beer,573
1144,506,bantu beer,584
1145,506,bantu beer,22
1146,506,bantu beer,27
1147,506,bantu beer,595
1148,506,bantu beer,34
1149,506,bantu beer,35
1150,506,bantu beer,599
1151,506,bantu beer,600
1152,506,bantu beer,38
1153,506,bantu beer,40
1154,506,bantu beer,48
1155,506,bantu beer,50
1156,506,bantu beer,317
1157,506,bantu beer,52
1158,506,bantu beer,56
1159,506,bantu beer,619
1160,506,bantu beer,418
1161,506,bantu beer,68
1162,506,bantu beer,73
1163,506,bantu beer,81
1164,506,bantu beer,84
1165,506,bantu beer,638
1166,506,bantu beer,86
1167,506,bantu beer,645
1168,506,bantu beer,1083
1169,506,bantu beer,93
1170,506,bantu beer,649
1171,506,bantu beer,655
1172,506,bantu beer,657
1173,506,bantu beer,104
1174,506,bantu beer,105
1175,506,bantu beer,107
1176,506,bantu beer,646
1177,506,bantu beer,112
1178,506,bantu beer,114
1179,506,bantu beer,670
1180,506,bantu beer,673
1181,506,bantu beer,118
1182,506,bantu beer,676
1183,506,bantu beer,747
1184,506,bantu beer,128
1185,506,bantu beer,686
1186,506,bantu beer,690
1187,506,bantu beer,697
1188,506,bantu beer,144
1189,506,bantu beer,704
1190,506,bantu beer,876
1191,506,bantu beer,149
1192,506,bantu beer,708
1193,506,bantu beer,710
1194,506,bantu beer,713
1195,506,bantu beer,208
1196,506,bantu beer,719
1197,506,bantu beer,159
1198,506,bantu beer,721
1199,506,bantu beer,984
1200,506,bantu beer,165
1201,506,bantu beer,166
1202,506,bantu beer,725
1203,506,bantu beer,728
1204,506,bantu beer,413
1205,506,bantu beer,730
1206,506,bantu beer,734
1207,506,bantu beer,737
1208,506,bantu beer,211
1209,506,bantu beer,179
1210,506,bantu beer,742
1211,506,bantu beer,744
1212,506,bantu beer,9
1213,506,bantu beer,189
1214,506,bantu beer,196
1215,506,bantu beer,198
1216,506,bantu beer,753
1217,506,bantu beer,201
1218,506,bantu beer,202
1219,506,bantu beer,203
1220,506,bantu beer,764
